               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.19404,            0.024567,                   0,          0.00033333,                 0.1,          0.00025021,          5.0043e-05,             0.18116,            0.017948,                   0,              0.0928,              0.0008,              0.0008
                   1,             0.18081,            0.021114,                   0,                   0,                   0,                   0,                   0,              0.1628,            0.013802,                   0,            0.084695,           0.0016952,           0.0016952
                   2,             0.15992,            0.017198,                   0,                   0,                   0,                   0,                   0,             0.15316,             0.01149,                   0,            0.076585,           0.0025853,           0.0025853
                   3,              0.1518,             0.01429,                   0,                   0,                   0,                   0,                   0,             0.14783,            0.010504,                   0,             0.06847,           0.0034703,           0.0034703
                   4,             0.14905,            0.011693,                   0,                   0,                   0,                   0,                   0,             0.14625,           0.0085506,                   0,             0.06035,           0.0043502,           0.0043502
                   5,             0.14603,           0.0096894,                   0,                   0,                   0,                   0,                   0,             0.14723,           0.0063829,                   0,            0.052225,            0.005225,            0.005225
                   6,             0.14726,           0.0082554,                   0,                   0,                   0,                   0,                   0,             0.14364,           0.0062199,                   0,            0.044095,           0.0060948,           0.0060948
                   7,             0.14657,           0.0073271,                   0,                   0,                   0,                   0,                   0,             0.13879,           0.0066719,                   0,            0.035959,           0.0069594,           0.0069594
                   8,             0.14578,           0.0069394,                   0,                   0,                   0,                   0,                   0,             0.15168,           0.0044434,                   0,            0.027819,            0.007819,            0.007819
                   9,             0.14341,           0.0063958,                   0,          0.00033333,                 0.1,          0.00018846,          1.8846e-05,             0.13838,           0.0060406,                   0,            0.019673,           0.0086734,           0.0086734
                  10,             0.13842,           0.0071756,                   0,                   0,                   0,                   0,                   0,             0.13895,           0.0064039,                   0,            0.011523,           0.0095228,           0.0095228
                  11,             0.13877,           0.0070265,                   0,           0.0013333,                 0.4,             0.00824,           0.0013123,             0.13729,           0.0054951,                   0,           0.0096889,           0.0096889,           0.0096889
                  12,             0.14065,           0.0067355,                   0,          0.00066667,                 0.2,           0.0017912,          0.00051519,             0.14304,           0.0042324,                   0,           0.0096889,           0.0096889,           0.0096889
                  13,              0.1379,           0.0065527,                   0,               0.001,                 0.3,           0.0031825,          0.00097435,              0.1349,           0.0060124,                   0,           0.0096606,           0.0096606,           0.0096606
                  14,             0.13677,           0.0072334,                   0,           0.0013333,                 0.4,            0.017885,           0.0056129,             0.13332,           0.0068061,                   0,           0.0096323,           0.0096323,           0.0096323
                  15,              0.1327,           0.0082004,                   0,               0.002,                 0.6,            0.020292,           0.0068936,             0.12927,           0.0085363,                   0,            0.009604,            0.009604,            0.009604
                  16,             0.13092,            0.008851,                   0,           0.0016667,                 0.5,            0.030197,           0.0052326,             0.12855,            0.008604,                   0,           0.0095757,           0.0095757,           0.0095757
                  17,             0.13179,            0.008695,                   0,           0.0016667,                 0.5,             0.05636,            0.011698,             0.12911,           0.0088568,                   0,           0.0095474,           0.0095474,           0.0095474
                  18,             0.13067,           0.0078278,                   0,           0.0016667,                 0.5,            0.012627,           0.0029974,             0.12776,           0.0089531,                   0,           0.0095191,           0.0095191,           0.0095191
                  19,             0.12649,           0.0098119,                   0,               0.002,                 0.6,            0.069293,            0.025334,             0.12159,            0.011114,                   0,           0.0094909,           0.0094909,           0.0094909
                  20,             0.12752,           0.0096944,                   0,           0.0023333,                 0.7,            0.037182,           0.0084121,             0.12279,             0.01041,                   0,           0.0094626,           0.0094626,           0.0094626
                  21,             0.12944,           0.0099009,                   0,               0.002,                 0.6,           0.0096094,           0.0021747,             0.13829,            0.007009,                   0,           0.0094343,           0.0094343,           0.0094343
                  22,             0.12688,            0.010174,                   0,              0.0028,                 0.7,             0.14498,            0.032634,             0.11783,            0.012263,                   0,            0.009406,            0.009406,            0.009406
                  23,             0.11656,            0.011687,                   0,           0.0045951,                 0.8,            0.099841,            0.022371,             0.11936,             0.01142,                   0,           0.0093777,           0.0093777,           0.0093777
                  24,             0.12318,            0.010797,                   0,            0.005102,                 0.9,            0.059038,            0.011573,             0.12347,            0.010173,                   0,           0.0093494,           0.0093494,           0.0093494
                  25,             0.12428,             0.01031,                   0,           0.0050314,                 0.8,             0.10728,            0.019505,             0.12076,            0.010551,                   0,           0.0093211,           0.0093211,           0.0093211
                  26,             0.11519,            0.011979,                   0,           0.0032613,                 0.8,             0.12414,            0.030437,             0.11039,            0.013527,                   0,           0.0092929,           0.0092929,           0.0092929
                  27,             0.11642,            0.011117,                   0,           0.0029347,                 0.8,            0.058258,             0.01235,             0.11889,            0.010767,                   0,           0.0092646,           0.0092646,           0.0092646
                  28,             0.11761,            0.011381,                   0,           0.0036823,                 0.7,             0.10316,            0.023084,             0.11746,            0.010824,                   0,           0.0092363,           0.0092363,           0.0092363
                  29,             0.11576,            0.012951,                   0,           0.0020812,                 0.6,            0.028662,           0.0054515,             0.11613,             0.01114,                   0,            0.009208,            0.009208,            0.009208
                  30,             0.11064,            0.012208,                   0,           0.0026316,                 0.7,             0.19262,            0.037347,             0.11248,            0.012068,                   0,           0.0091797,           0.0091797,           0.0091797
