               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,               0.193,            0.024639,                   0,          0.00033333,                 0.1,          0.00023163,          9.2653e-05,             0.17891,            0.018421,                   0,              0.0928,              0.0008,              0.0008
                   1,             0.17953,            0.021377,                   0,                   0,                   0,                   0,                   0,             0.16509,            0.015102,                   0,            0.084693,           0.0016933,           0.0016933
                   2,             0.15855,            0.017603,                   0,                   0,                   0,                   0,                   0,             0.14954,            0.012512,                   0,            0.076579,           0.0025794,           0.0025794
                   3,             0.15037,            0.014907,                   0,                   0,                   0,                   0,                   0,             0.14541,            0.011448,                   0,            0.068458,           0.0034584,           0.0034584
                   4,             0.14753,            0.012444,                   0,                   0,                   0,                   0,                   0,             0.14307,           0.0097675,                   0,             0.06033,           0.0043303,           0.0043303
                   5,             0.14482,            0.010227,                   0,                   0,                   0,                   0,                   0,             0.14181,           0.0074501,                   0,            0.052195,           0.0051951,           0.0051951
                   6,             0.14535,           0.0087424,                   0,                   0,                   0,                   0,                   0,             0.14119,           0.0066996,                   0,            0.044053,           0.0060527,           0.0060527
                   7,             0.14684,           0.0077704,                   0,                   0,                   0,                   0,                   0,             0.13554,           0.0081301,                   0,            0.035903,           0.0069032,           0.0069032
                   8,             0.14517,           0.0078237,                   0,                   0,                   0,                   0,                   0,             0.15378,           0.0048234,                   0,            0.027747,           0.0077466,           0.0077466
                   9,             0.14326,           0.0071683,                   0,               0.001,                 0.3,              0.0129,           0.0035624,             0.13595,           0.0067911,                   0,            0.019583,           0.0085828,           0.0085828
                  10,             0.14088,           0.0066878,                   0,          0.00066667,                 0.2,          0.00042495,          6.4128e-05,             0.14029,           0.0063252,                   0,            0.011412,           0.0094119,           0.0094119
                  11,             0.13954,           0.0063732,                   0,                   0,                   0,                   0,                   0,             0.13353,            0.007854,                   0,           0.0095644,           0.0095644,           0.0095644
                  12,             0.13537,           0.0094301,                   0,               0.001,                 0.3,           0.0019043,          0.00057484,             0.13298,           0.0085468,                   0,           0.0095644,           0.0095644,           0.0095644
                  13,             0.13241,             0.00906,                   0,           0.0014235,                 0.4,           0.0067137,            0.001543,             0.12935,           0.0091419,                   0,           0.0095248,           0.0095248,           0.0095248
                  14,             0.13691,           0.0081892,                   0,           0.0012255,                 0.3,            0.049749,            0.010098,             0.13653,           0.0068064,                   0,           0.0094852,           0.0094852,           0.0094852
                  15,              0.1338,           0.0083631,                   0,            0.002551,                 0.5,             0.11307,            0.023116,              0.1311,           0.0078897,                   0,           0.0094456,           0.0094456,           0.0094456
                  16,             0.12916,           0.0094335,                   0,           0.0030644,                 0.6,            0.052567,            0.011489,             0.12534,            0.010117,                   0,            0.009406,            0.009406,            0.009406
                  17,              0.1296,           0.0096271,                   0,           0.0013518,                 0.4,           0.0095236,           0.0014978,             0.12794,           0.0089846,                   0,           0.0093664,           0.0093664,           0.0093664
                  18,              0.1269,           0.0088082,                   0,           0.0021337,                 0.6,            0.040022,            0.008349,             0.12787,           0.0090289,                   0,           0.0093268,           0.0093268,           0.0093268
                  19,             0.12683,            0.010467,                   0,           0.0027113,                 0.6,             0.12042,            0.025104,             0.12355,           0.0099792,                   0,           0.0092872,           0.0092872,           0.0092872
                  20,             0.12476,            0.010525,                   0,           0.0026467,                 0.6,             0.14719,            0.053834,             0.12176,            0.011107,                   0,           0.0092476,           0.0092476,           0.0092476
                  21,             0.12546,            0.011664,                   0,           0.0048044,                 0.7,             0.33456,            0.049002,             0.12828,           0.0090199,                   0,            0.009208,            0.009208,            0.009208
                  22,             0.11689,            0.011759,                   0,             0.21472,                 0.4,              0.2385,            0.061726,             0.11166,            0.013168,                   0,           0.0091684,           0.0091684,           0.0091684
