               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.12945,             0.32359,             0.06269,          0.00069444,           0.0014368,          0.00035251,          3.5251e-05,             0.12747,             0.35774,            0.061414,                 0.1,                   0,                   0
                   1,             0.12875,             0.21172,            0.063285,          0.00072254,           0.0014368,          0.00036588,          3.6588e-05,             0.12751,             0.35699,            0.061438,              0.0991,           9.998e-05,           9.998e-05
                   2,             0.12738,             0.28626,            0.062469,          0.00071429,           0.0014368,          0.00036143,          3.6143e-05,             0.12751,             0.35674,            0.061377,              0.0982,          0.00019992,          0.00019992
                   3,              0.1301,             0.35656,            0.061957,                   0,                   0,                   0,                   0,             0.12748,             0.35641,            0.061304,              0.0973,          0.00029982,          0.00029982
                   4,             0.12443,             0.24576,            0.062123,          0.00088652,           0.0014368,          0.00044915,          0.00013475,             0.12738,             0.35727,            0.061292,              0.0964,          0.00039968,          0.00039968
                   5,             0.12486,             0.17453,            0.063571,          0.00074405,           0.0014368,          0.00037816,          7.5631e-05,              0.1273,             0.35788,            0.061292,              0.0955,          0.00049951,          0.00049951
                   6,             0.12754,             0.27057,            0.061267,                   0,                   0,                   0,                   0,             0.12725,             0.35753,            0.061255,            0.094599,          0.00059929,          0.00059929
                   7,              0.1246,             0.24783,            0.063211,                   0,                   0,                   0,                   0,             0.12714,             0.35812,            0.061255,            0.093699,          0.00069903,          0.00069903
                   8,             0.12081,             0.22161,            0.061608,                   0,                   0,                   0,                   0,             0.12699,             0.35944,            0.061218,            0.092799,          0.00079873,          0.00079873
                   9,             0.12595,             0.23219,            0.064876,                   0,                   0,                   0,                   0,             0.12683,             0.36063,            0.061182,            0.091898,           0.0008984,           0.0008984
                  10,             0.12543,             0.32059,            0.062184,                   0,                   0,                   0,                   0,             0.12683,             0.36063,            0.061182,            0.090998,          0.00099802,          0.00099802
                  11,             0.12631,               0.244,            0.062817,                   0,                   0,                   0,                   0,             0.12674,             0.36081,            0.061035,            0.090098,           0.0010976,           0.0010976
                  12,             0.12716,             0.33254,             0.06203,                   0,                   0,                   0,                   0,             0.12674,             0.36081,            0.061035,            0.089197,           0.0011971,           0.0011971
                  13,             0.12671,             0.29072,            0.062681,                   0,                   0,                   0,                   0,             0.12652,              0.3629,            0.061072,            0.088297,           0.0012967,           0.0012967
                  14,             0.12105,             0.25189,            0.063461,                   0,                   0,                   0,                   0,             0.12652,              0.3629,            0.061072,            0.087396,           0.0013961,           0.0013961
                  15,             0.12304,             0.20403,            0.064307,                   0,                   0,                   0,                   0,             0.12649,             0.36263,            0.061047,            0.086496,           0.0014955,           0.0014955
                  16,             0.12658,             0.26978,             0.06301,                   0,                   0,                   0,                   0,             0.12649,             0.36263,            0.061047,            0.085595,           0.0015949,           0.0015949
                  17,              0.1298,              0.3438,            0.060187,                   0,                   0,                   0,                   0,             0.12634,             0.36301,            0.061023,            0.084694,           0.0016943,           0.0016943
                  18,             0.12167,              0.2052,             0.06212,                   0,                   0,                   0,                   0,             0.12634,             0.36301,            0.061023,            0.083794,           0.0017936,           0.0017936
                  19,             0.12506,             0.29263,            0.063049,                   0,                   0,                   0,                   0,              0.1261,             0.36496,            0.061084,            0.082893,           0.0018929,           0.0018929
                  20,             0.12434,             0.31243,            0.061977,                   0,                   0,                   0,                   0,              0.1261,             0.36496,            0.061084,            0.081992,           0.0019921,           0.0019921
                  21,             0.12495,             0.33767,            0.061606,           0.0004417,           0.0020492,          0.00022578,          9.0313e-05,             0.12577,             0.36819,            0.061108,            0.081091,           0.0020913,           0.0020913
                  22,             0.12669,             0.26743,            0.061679,           0.0004417,           0.0020492,          0.00022578,          9.0313e-05,             0.12577,             0.36819,            0.061108,             0.08019,           0.0021904,           0.0021904
                  23,             0.12963,              0.3854,            0.060003,          0.00042088,           0.0020492,          0.00021565,          6.4695e-05,             0.12561,             0.36818,            0.061084,             0.07929,           0.0022895,           0.0022895
                  24,             0.12716,             0.34576,            0.060719,          0.00042088,           0.0020492,          0.00021565,          6.4695e-05,             0.12561,             0.36818,            0.061084,            0.078389,           0.0023886,           0.0023886
                  25,             0.12463,             0.27902,            0.059513,                   0,                   0,                   0,                   0,             0.12507,             0.37259,            0.061157,            0.077488,           0.0024876,           0.0024876
                  26,             0.12276,             0.29225,            0.061183,                   0,                   0,                   0,                   0,             0.12507,             0.37259,            0.061157,            0.076587,           0.0025866,           0.0025866
                  27,             0.12293,             0.23428,            0.062106,                   0,                   0,                   0,                   0,             0.12457,             0.38095,            0.061182,            0.075686,           0.0026856,           0.0026856
                  28,             0.12534,             0.35444,            0.060689,                   0,                   0,                   0,                   0,             0.12457,             0.38095,            0.061182,            0.074784,           0.0027845,           0.0027845
                  29,             0.11772,             0.19231,            0.061695,                   0,                   0,                   0,                   0,             0.12457,             0.38095,            0.061182,            0.073883,           0.0028833,           0.0028833
                  30,             0.11815,             0.23468,            0.060953,           0.0012996,           0.0061475,          0.00066772,          0.00016816,             0.12364,             0.38501,            0.061389,            0.072982,           0.0029822,           0.0029822
                  31,             0.11847,             0.20847,            0.061572,           0.0012996,           0.0061475,          0.00066772,          0.00016816,             0.12364,             0.38501,            0.061389,            0.072081,            0.003081,            0.003081
                  32,             0.12116,             0.21443,            0.060753,           0.0012996,           0.0061475,          0.00066772,          0.00016816,             0.12364,             0.38501,            0.061389,             0.07118,           0.0031797,           0.0031797
                  33,                0.12,             0.22949,            0.061705,           0.0026035,           0.0049566,            0.003201,          0.00035438,              0.1227,             0.38901,            0.061426,            0.070278,           0.0032784,           0.0032784
                  34,             0.11864,             0.32452,            0.060609,           0.0026035,           0.0049566,            0.003201,          0.00035438,              0.1227,             0.38901,            0.061426,            0.069377,           0.0033771,           0.0033771
                  35,             0.11926,             0.33034,            0.060704,           0.0026035,           0.0049566,            0.003201,          0.00035438,              0.1227,             0.38901,            0.061426,            0.068476,           0.0034757,           0.0034757
                  36,             0.11679,               0.192,            0.061751,           0.0029986,            0.010459,           0.0034093,          0.00062681,             0.12203,             0.39119,            0.061414,            0.067574,           0.0035743,           0.0035743
                  37,             0.11271,              0.1918,            0.059614,           0.0029986,            0.010459,           0.0034093,          0.00062681,             0.12203,             0.39119,            0.061414,            0.066673,           0.0036729,           0.0036729
                  38,             0.11699,             0.27356,             0.06142,           0.0029986,            0.010459,           0.0034093,          0.00062681,             0.12203,             0.39119,            0.061414,            0.065771,           0.0037714,           0.0037714
                  39,             0.11905,             0.28333,            0.059891,           0.0049614,            0.018403,           0.0046357,           0.0008827,             0.12126,             0.39172,            0.061707,             0.06487,           0.0038699,           0.0038699
                  40,             0.11763,             0.32079,            0.060657,           0.0049614,            0.018403,           0.0046357,           0.0008827,             0.12126,             0.39172,            0.061707,            0.063968,           0.0039683,           0.0039683
                  41,             0.11988,             0.23547,            0.060205,           0.0049614,            0.018403,           0.0046357,           0.0008827,             0.12126,             0.39172,            0.061707,            0.063067,           0.0040667,           0.0040667
                  42,             0.11968,             0.33358,            0.061594,           0.0060719,           0.0064609,           0.0035619,          0.00040362,             0.12101,             0.38699,            0.062219,            0.062165,           0.0041651,           0.0041651
                  43,              0.1261,             0.30886,            0.061881,           0.0060719,           0.0064609,           0.0035619,          0.00040362,             0.12101,             0.38699,            0.062219,            0.061263,           0.0042634,           0.0042634
                  44,             0.11359,             0.23826,            0.061953,           0.0060719,           0.0064609,           0.0035619,          0.00040362,             0.12101,             0.38699,            0.062219,            0.060362,           0.0043617,           0.0043617
                  45,             0.12063,             0.33646,             0.06065,           0.0085396,            0.012967,           0.0059121,           0.0012835,             0.12102,             0.38292,            0.062744,             0.05946,           0.0044599,           0.0044599
                  46,              0.1183,             0.28882,            0.059673,           0.0085396,            0.012967,           0.0059121,           0.0012835,             0.12102,             0.38292,            0.062744,            0.058558,           0.0045581,           0.0045581
                  47,             0.11118,             0.24139,            0.060909,           0.0085396,            0.012967,           0.0059121,           0.0012835,             0.12102,             0.38292,            0.062744,            0.057656,           0.0046563,           0.0046563
                  48,              0.1133,             0.26194,             0.06143,           0.0085396,            0.012967,           0.0059121,           0.0012835,             0.12102,             0.38292,            0.062744,            0.056754,           0.0047544,           0.0047544
                  49,             0.11429,             0.28369,            0.061025,            0.017222,            0.040094,             0.01126,           0.0028834,             0.11768,             0.39142,            0.062427,            0.055852,           0.0048525,           0.0048525
