               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.19217,            0.024845,                   0,                   0,                   0,                   0,                   0,             0.17711,            0.017984,                   0,              0.0928,              0.0008,              0.0008
                   1,              0.1781,            0.021684,                   0,                   0,                   0,                   0,                   0,             0.15805,            0.014837,                   0,            0.084694,           0.0016944,           0.0016944
                   2,             0.15533,            0.018062,                   0,                   0,                   0,                   0,                   0,             0.14478,            0.012794,                   0,            0.076583,           0.0025828,           0.0025828
                   3,             0.14556,            0.015358,                   0,                   0,                   0,                   0,                   0,               0.141,            0.011473,                   0,            0.068465,           0.0034654,           0.0034654
                   4,             0.14283,            0.012861,                   0,                   0,                   0,                   0,                   0,             0.14216,           0.0086651,                   0,            0.060342,           0.0043419,           0.0043419
                   5,             0.14368,              0.0106,                   0,                   0,                   0,                   0,                   0,              0.1475,           0.0067468,                   0,            0.052213,           0.0052126,           0.0052126
                   6,             0.14415,           0.0092544,                   0,                   0,                   0,                   0,                   0,             0.14134,           0.0067396,                   0,            0.044077,           0.0060772,           0.0060772
                   7,             0.14219,           0.0086092,                   0,                   0,                   0,                   0,                   0,             0.14891,            0.005599,                   0,            0.035936,            0.006936,            0.006936
                   8,             0.14171,           0.0086668,                   0,          0.00033333,                 0.1,          0.00018895,           3.779e-05,             0.13283,           0.0083981,                   0,            0.027789,           0.0077888,           0.0077888
                   9,             0.13815,            0.008521,                   0,                   0,                   0,                   0,                   0,             0.15356,           0.0046377,                   0,            0.019636,           0.0086357,           0.0086357
                  10,             0.14752,           0.0064311,                   0,          0.00066667,                 0.2,           0.0017745,          0.00027157,              0.1425,           0.0060301,                   0,            0.011477,           0.0094766,           0.0094766
                  11,             0.14209,           0.0066184,                   0,          0.00033333,                 0.1,          0.00028398,          9.5092e-05,             0.14025,           0.0068271,                   0,            0.009637,            0.009637,            0.009637
                  12,             0.13335,            0.010353,                   0,           0.0016667,                 0.5,           0.0087182,           0.0018361,             0.12551,           0.0099335,                   0,            0.009637,            0.009637,            0.009637
                  13,             0.12804,            0.010265,                   0,           0.0023333,                 0.7,            0.023874,           0.0031272,             0.13576,           0.0083604,                   0,            0.009604,            0.009604,            0.009604
                  14,             0.13552,           0.0090266,                   0,          0.00067751,                 0.2,           0.0028437,          0.00043549,             0.13447,            0.007822,                   0,            0.009571,            0.009571,            0.009571
                  15,             0.13093,            0.010327,                   0,           0.0023137,                 0.5,           0.0091897,           0.0025562,             0.13188,           0.0091877,                   0,            0.009538,            0.009538,            0.009538
                  16,             0.13471,           0.0097612,                   0,           0.0037057,                 0.7,           0.0066022,           0.0023374,             0.13959,           0.0077381,                   0,            0.009505,            0.009505,            0.009505
                  17,             0.12924,            0.010759,                   0,           0.0024676,                 0.4,           0.0044737,           0.0012502,             0.12751,            0.010471,                   0,            0.009472,            0.009472,            0.009472
                  18,             0.12562,            0.010264,                   0,           0.0048577,                 0.7,            0.050768,            0.011175,             0.12185,              0.0114,                   0,            0.009439,            0.009439,            0.009439
                  19,             0.12237,            0.012679,                   0,           0.0038412,                 0.6,            0.053712,            0.016658,             0.12753,           0.0092087,                   0,            0.009406,            0.009406,            0.009406
                  20,             0.12825,            0.010019,                   0,            0.002444,                 0.6,             0.11511,            0.015553,             0.11917,            0.011728,                   0,            0.009373,            0.009373,            0.009373
                  21,             0.12801,            0.011349,                   0,           0.0016667,                 0.5,           0.0081823,           0.0011863,             0.13532,           0.0079021,                   0,             0.00934,             0.00934,             0.00934
                  22,             0.12173,            0.011439,                   0,           0.0043457,                 0.9,            0.040283,           0.0097372,             0.10776,            0.015076,                   0,            0.009307,            0.009307,            0.009307
                  23,             0.11522,            0.012216,                   0,            0.001967,                 0.5,            0.010854,           0.0043462,             0.12554,            0.010693,                   0,            0.009274,            0.009274,            0.009274
                  24,             0.11395,            0.013604,                   0,           0.0032609,                 0.9,             0.12256,             0.03646,             0.10463,            0.016258,                   0,            0.009241,            0.009241,            0.009241
                  25,             0.10773,            0.014329,                   0,             0.00481,                   1,            0.058539,            0.036487,             0.10793,            0.014595,                   0,            0.009208,            0.009208,            0.009208
                  26,             0.11154,            0.013331,                   0,            0.004075,                   1,            0.070198,            0.020606,             0.10436,            0.015368,                   0,            0.009175,            0.009175,            0.009175
                  27,             0.11478,             0.01193,                   0,             0.01229,                 0.2,             0.15392,            0.045984,             0.10875,            0.013851,                   0,            0.009142,            0.009142,            0.009142
                  28,              0.1125,            0.014466,                   0,           0.0026667,                 0.8,            0.058846,            0.022101,            0.098893,            0.017395,                   0,            0.009109,            0.009109,            0.009109
                  29,             0.10257,            0.017994,                   0,             0.14589,                 0.5,             0.26672,            0.067721,            0.095461,            0.017033,                   0,            0.009076,            0.009076,            0.009076
                  30,             0.10452,            0.013146,                   0,             0.25388,                 0.1,             0.10286,            0.012056,             0.11592,            0.011459,                   0,            0.009043,            0.009043,            0.009043
                  31,             0.10696,            0.013464,                   0,             0.59155,             0.29155,             0.39603,             0.13796,            0.096837,            0.016056,                   0,             0.00901,             0.00901,             0.00901
                  32,             0.10816,            0.014216,                   0,             0.43033,              0.1582,             0.21711,            0.068355,             0.10384,            0.013876,                   0,            0.008977,            0.008977,            0.008977
                  33,            0.097254,            0.014432,                   0,             0.55958,             0.25958,             0.37246,             0.11117,            0.098236,            0.015352,                   0,            0.008944,            0.008944,            0.008944
                  34,             0.10799,            0.011321,                   0,             0.71276,             0.25531,             0.40869,             0.14391,             0.10175,            0.014122,                   0,            0.008911,            0.008911,            0.008911
                  35,            0.099285,            0.015439,                   0,             0.63684,                 0.4,             0.41567,             0.13509,            0.094178,            0.015398,                   0,            0.008878,            0.008878,            0.008878
                  36,            0.099372,            0.012101,                   0,             0.56757,              0.3946,             0.37106,              0.1175,            0.090533,             0.01659,                   0,            0.008845,            0.008845,            0.008845
                  37,            0.097654,            0.014489,                   0,              0.4021,                 0.4,              0.3481,            0.094247,             0.10283,            0.012691,                   0,            0.008812,            0.008812,            0.008812
                  38,             0.09858,            0.014855,                   0,             0.72209,                 0.6,             0.66413,             0.14007,            0.083346,            0.017433,                   0,            0.008779,            0.008779,            0.008779
                  39,             0.08893,            0.014821,                   0,             0.65818,             0.57963,             0.57869,              0.2416,            0.094784,            0.013264,                   0,            0.008746,            0.008746,            0.008746
                  40,             0.10089,            0.013965,                   0,             0.48154,                 0.5,             0.50952,             0.16837,             0.09364,            0.013519,                   0,            0.008713,            0.008713,            0.008713
                  41,             0.10389,            0.012898,                   0,             0.51339,                 0.5,             0.45263,             0.10618,            0.092268,            0.014099,                   0,             0.00868,             0.00868,             0.00868
                  42,             0.09173,            0.013252,                   0,             0.65734,                 0.8,             0.77627,             0.34271,            0.076334,            0.016663,                   0,            0.008647,            0.008647,            0.008647
                  43,             0.08802,            0.015762,                   0,             0.41705,                 0.4,             0.38569,             0.10339,            0.096666,            0.012213,                   0,            0.008614,            0.008614,            0.008614
                  44,            0.093315,            0.013175,                   0,             0.58783,                 0.7,             0.66115,             0.27371,            0.078022,            0.015747,                   0,            0.008581,            0.008581,            0.008581
                  45,            0.086225,            0.015043,                   0,             0.83303,                 0.5,             0.57039,             0.11586,             0.09298,            0.013002,                   0,            0.008548,            0.008548,            0.008548
                  46,            0.093451,            0.013534,                   0,             0.87664,                 0.5,             0.72532,             0.26149,             0.08143,            0.014343,                   0,            0.008515,            0.008515,            0.008515
                  47,            0.084088,            0.013978,                   0,             0.83219,             0.49656,             0.66099,              0.1914,            0.081919,             0.01442,                   0,            0.008482,            0.008482,            0.008482
                  48,            0.090624,            0.014355,                   0,             0.84424,                 0.7,             0.83513,             0.36249,            0.077794,            0.014704,                   0,            0.008449,            0.008449,            0.008449
                  49,             0.08509,            0.013296,                   0,             0.48289,                 0.6,             0.59461,             0.21707,            0.078269,             0.01506,                   0,            0.008416,            0.008416,            0.008416
                  50,            0.086297,            0.013281,                   0,             0.98501,                 0.7,             0.85809,              0.3823,            0.079396,            0.013472,                   0,            0.008383,            0.008383,            0.008383
                  51,            0.087099,            0.013577,                   0,             0.49585,                 0.8,             0.55406,             0.17574,            0.086029,            0.012503,                   0,             0.00835,             0.00835,             0.00835
                  52,            0.090246,            0.011111,                   0,              0.6604,                 0.8,             0.81641,             0.29501,            0.076007,            0.014795,                   0,            0.008317,            0.008317,            0.008317
                  53,            0.083895,            0.013935,                   0,              0.4786,                   1,             0.53339,             0.18607,            0.080773,            0.014627,                   0,            0.008284,            0.008284,            0.008284
                  54,            0.089758,              0.0121,                   0,             0.50773,                   1,             0.74149,             0.34087,            0.075596,            0.014189,                   0,            0.008251,            0.008251,            0.008251
                  55,            0.081051,            0.013883,                   0,              0.5981,                 0.8,             0.69557,             0.24454,            0.084844,             0.01203,                   0,            0.008218,            0.008218,            0.008218
                  56,            0.085578,            0.012685,                   0,             0.61941,                   1,              0.7431,              0.2874,            0.075637,            0.013687,                   0,            0.008185,            0.008185,            0.008185
                  57,            0.085358,            0.012902,                   0,             0.65269,                 0.8,             0.63492,              0.1543,            0.087265,            0.012241,                   0,            0.008152,            0.008152,            0.008152
                  58,             0.08758,            0.011863,                   0,             0.59042,                   1,             0.80583,             0.32691,            0.068595,            0.014809,                   0,            0.008119,            0.008119,            0.008119
                  59,            0.078974,            0.013222,                   0,             0.58339,                 0.8,             0.69504,             0.31036,             0.08804,            0.010906,                   0,            0.008086,            0.008086,            0.008086
                  60,            0.088589,            0.011442,                   0,             0.63604,                   1,             0.76167,             0.31417,            0.070313,            0.014477,                   0,            0.008053,            0.008053,            0.008053
                  61,            0.079117,            0.013922,                   0,             0.70746,                 0.9,             0.88528,             0.32979,            0.074341,            0.013721,                   0,             0.00802,             0.00802,             0.00802
                  62,            0.076109,            0.013547,                   0,               0.887,             0.78642,             0.86763,             0.31611,             0.07008,            0.014791,                   0,            0.007987,            0.007987,            0.007987
                  63,             0.07586,            0.014203,                   0,             0.76339,             0.96962,             0.88827,             0.41062,            0.072878,            0.013575,                   0,            0.007954,            0.007954,            0.007954
                  64,            0.083315,            0.012564,                   0,             0.75426,                 0.8,             0.93774,             0.26377,            0.076271,            0.013144,                   0,            0.007921,            0.007921,            0.007921
                  65,             0.07882,            0.013794,                   0,             0.76962,             0.67065,             0.74354,             0.27414,            0.076441,            0.012806,                   0,            0.007888,            0.007888,            0.007888
                  66,            0.077602,            0.012142,                   0,             0.89626,             0.86631,             0.94833,             0.50646,            0.059605,            0.015436,                   0,            0.007855,            0.007855,            0.007855
                  67,            0.074197,            0.013249,                   0,             0.80288,                   1,             0.87833,             0.29179,            0.080887,            0.011332,                   0,            0.007822,            0.007822,            0.007822
                  68,            0.082372,            0.011798,                   0,              0.7091,              0.9764,             0.91643,             0.45114,            0.061976,            0.014738,                   0,            0.007789,            0.007789,            0.007789
                  69,            0.077329,            0.010868,                   0,             0.66099,             0.78126,             0.79294,             0.21789,             0.07459,            0.013292,                   0,            0.007756,            0.007756,            0.007756
                  70,            0.083128,             0.01213,                   0,             0.89896,             0.89067,             0.94643,             0.43956,            0.073202,            0.012037,                   0,            0.007723,            0.007723,            0.007723
                  71,            0.077194,            0.010681,                   0,             0.88689,             0.78559,             0.85565,             0.34587,            0.081414,             0.01054,                   0,             0.00769,             0.00769,             0.00769
                  72,            0.079751,            0.011566,                   0,             0.82454,             0.94198,             0.96833,             0.39443,             0.05878,            0.014874,                   0,            0.007657,            0.007657,            0.007657
                  73,            0.074621,            0.013374,                   0,                   1,             0.78078,              0.8837,             0.34454,             0.06916,            0.012745,                   0,            0.007624,            0.007624,            0.007624
                  74,            0.074943,            0.011617,                   0,                   1,             0.79477,             0.97192,             0.36984,            0.062769,            0.013962,                   0,            0.007591,            0.007591,            0.007591
                  75,            0.069569,            0.013118,                   0,             0.85946,                 0.8,             0.87821,             0.34437,            0.075864,            0.011507,                   0,            0.007558,            0.007558,            0.007558
                  76,            0.080296,            0.011989,                   0,             0.90202,                   1,             0.94045,              0.4994,             0.06361,            0.012999,                   0,            0.007525,            0.007525,            0.007525
                  77,            0.072118,            0.011343,                   0,             0.89332,                   1,             0.96773,             0.39197,            0.065609,            0.012909,                   0,            0.007492,            0.007492,            0.007492
                  78,            0.074402,            0.011301,                   0,             0.89336,                   1,             0.97682,             0.42941,            0.061794,            0.013205,                   0,            0.007459,            0.007459,            0.007459
                  79,            0.072036,            0.013639,                   0,                   1,             0.99919,               0.995,             0.42486,            0.066017,            0.012466,                   0,            0.007426,            0.007426,            0.007426
                  80,            0.075543,            0.012146,                   0,             0.90005,                   1,             0.97682,              0.3968,            0.063781,            0.012815,                   0,            0.007393,            0.007393,            0.007393
                  81,            0.067104,            0.011492,                   0,             0.97754,                 0.9,             0.98591,             0.46267,            0.072529,            0.010818,                   0,             0.00736,             0.00736,             0.00736
                  82,            0.074509,            0.011242,                   0,             0.90758,              0.9834,             0.98591,             0.47104,            0.058064,            0.012978,                   0,            0.007327,            0.007327,            0.007327
                  83,            0.067635,             0.01286,                   0,                0.86,                 0.8,             0.85866,             0.31355,             0.06664,            0.012453,                   0,            0.007294,            0.007294,            0.007294
                  84,            0.071272,            0.013199,                   0,             0.94297,                 0.7,              0.9109,              0.4367,            0.057141,            0.013496,                   0,            0.007261,            0.007261,            0.007261
                  85,            0.068325,            0.011253,                   0,             0.98436,                 0.9,              0.9575,             0.34978,            0.064765,            0.012484,                   0,            0.007228,            0.007228,            0.007228
                  86,            0.075062,            0.012065,                   0,                   1,             0.98915,               0.995,              0.4749,            0.059433,            0.012379,                   0,            0.007195,            0.007195,            0.007195
                  87,            0.064753,            0.012806,                   0,             0.98882,                 0.9,             0.97833,             0.33255,             0.05858,            0.013279,                   0,            0.007162,            0.007162,            0.007162
                  88,            0.067461,            0.011992,                   0,                   1,              0.8982,             0.98591,             0.48029,            0.060255,            0.011957,                   0,            0.007129,            0.007129,            0.007129
                  89,            0.063987,            0.011602,                   0,             0.88767,             0.79119,             0.87837,             0.31875,            0.070631,            0.010656,                   0,            0.007096,            0.007096,            0.007096
                  90,            0.078535,            0.010593,                   0,             0.82619,                   1,             0.96833,             0.39311,            0.064189,            0.011423,                   0,            0.007063,            0.007063,            0.007063
                  91,            0.068212,           0.0099492,                   0,                   1,             0.96469,               0.995,               0.408,            0.065963,            0.011034,                   0,             0.00703,             0.00703,             0.00703
                  92,            0.070431,            0.010973,                   0,             0.98277,                   1,               0.995,             0.49641,             0.05643,            0.011744,                   0,            0.006997,            0.006997,            0.006997
